CLUE,CLAVE JUR,NOMBRE DE LA UNIDAD INTERNA EN NÓMINA,ESTATUS DE OPERACIÓN,,,,NIVEL DE ATENCIÓN,,
CSSSA001211,4,CENTRO DE SALUD RURAL 1 NB DOLORES JALTENANGO LA CONCORDIA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA001223,4,CENTRO DE SALUD RURAL 1 NB GUADALUPE VICTORIA LA CONCORDIA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA001235,4,CASA DE SALUD NIÑOS HEROES LA CONCORDIA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA001240,4,CASA DE SALUD AGUA PRIETA LA CONCORDIA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA001264,4,CASA DE SALUD LAS TORONJAS LA CONCORDIA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA009010,4,CASA DE SALUD MONTERREY LA CONCORDIA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA001293,4,CASA DE SALUD PLAN DE LA LIBERTAD LA CONCORDIA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA001305,4,CASA DE SALUD SAN FRANCISCO LA CONCORDIA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017936,4,CENTRO DE SALUD RURAL 1 NB NUEVO PARAISO LA CONCORDIA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA008981,4,CASA DE SALUD EMILIANO ZAPATA VILLA CORZO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007955,4,CASA DE SALUD LA LIBERTAD VILLA CORZO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA009046,4,CASA DE SALUD MANUEL AVILA CAMACHO VILLA CORZO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007972,4,CASA DE SALUD SAN JULIAN VILLA CORZO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA007984,4,CASA DE SALUD LOMA BONITA VILLA CORZO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA008001,4,CASA DE SALUD LOS AMATES VILLA CORZO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA008013,4,CASA DE SALUD TIERRA SANTA VILLA CORZO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA008030,4,CASA DE SALUD FRANCISCO I. MADERO VILLA CORZO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA008066,4,CASA DE SALUD DR. BELISARIO DOMINGUEZ VILLA CORZO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA008071,4,CASA DE SALUD RIBERA BUENAVISTA VILLA CORZO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA008083,4,CASA DE SALUD 24 DE DICIEMBRE VILLA CORZO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA008095,4,CASA DE SALUD AGUA DULCE II VILLA CORZO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA008100,4,CASA DE SALUD UNION DEL CARMEN VILLA CORZO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA009034,4,CASA DE SALUD MELCHOR OCAMPO VILLAFLORES,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA008170,4,CASA DE SALUD MIGUEL HIDALGO VILLAFLORES,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA008182,4,CASA DE SALUD HORACIO GRAJALES VILLAFLORES,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017883,4,CASA DE SALUD PROGRESO AGRARIO VILLAFLORES,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA008194,4,CASA DE SALUD RIBERA HORIZONTE VILLAFLORES,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA008206,4,CENTRO DE SALUD RURAL 1 NB ROBLADA GRANDE VILLAFLORES,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA008993,4,CASA DE SALUD ESPINAL BUENAVISTA VILLAFLORES,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA008223,4,CASA DE SALUD TRES PICOS VILLAFLORES,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA008235,4,CASA DE SALUD EL SABINO VILLAFLORES,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA008240,4,CASA DE SALUD SOMBRA DE LA SELVA VILLAFLORES,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA008252,4,CASA DE SALUD EL PORTILLO VILLAFLORES,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA009005,4,CASA DE SALUD EMILIANO ZAPATA MONTECRISTO DE GUERRERO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA008643,4,CASA DE SALUD LA LUCHA MONTECRISTO DE GUERRERO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA008655,4,CENTRO DE SALUD RURAL 1 NB SAN NICOLAS PLAN DE AYUTLA MONTECRISTO DE GUERRERO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018875,4,HOSPITAL GENERAL BICENTENARIO VILLAFLORES,EN OPERACIÓN,NULL,NULL,NULL,SEGUNDO NIVEL,NULL,NULL
CSSSA000412,4,HOSPITAL BASICO COMUNITARIO DE ANGEL ALBINO CORZO,EN OPERACIÓN,NULL,NULL,NULL,SEGUNDO NIVEL,NULL,NULL
CSSSA017516,4,HOSPITAL BASICO COMUNITARIO DE REVOLUCION MEXICANA,EN OPERACIÓN,NULL,NULL,NULL,SEGUNDO NIVEL,NULL,NULL
CSSSA008025,4,UNIDAD MOVIL 24 DE FEBRERO VILLA CORZO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017365,4,ALMACEN JURISDICCIONAL (VILLAFLORES),EN OPERACIÓN,NULL,NULL,NULL,NO APLICA,NULL,NULL
CSSSA017266,5,OFICINA JURISDICCIONAL No. V (PICHUCALCO),EN OPERACIÓN,NULL,NULL,NULL,NO APLICA,NULL,NULL
CSSSA004950,5,CENTRO DE SALUD URBANO 5 NB PICHUCALCO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000284,5,CENTRO DE SALUD RURAL 1 NB REFORMA Y PLANADA AMATAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006333,5,CENTRO DE SALUD RURAL 1 NB CERRO LAS CAMPANAS SOLOSUCHIAPA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005440,5,CASA DE SALUD CARRIZAL RAYON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003084,5,CENTRO DE SALUD RURAL 3 NB JUAREZ ,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003096,5,CENTRO DE SALUD RURAL 1 NB EJIDO IGNACIO ALLENDE JUAREZ,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005341,5,CENTRO DE SALUD CON HOSPITALIZACION PUEBLO NUEVO SOLISTAHUACAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000745,5,CENTRO DE SALUD RURAL 2 NB EL BOSQUE EL BOSQUE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000750,5,CENTRO DE SALUD RURAL 1 NB CHAVAJEVAL EL BOSQUE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA020106,5,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB RAMOS CUBILETE HUITIUPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002570,5,CENTRO DE SALUD RURAL 1 NB EL OCOTAL HUITIUPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002594,5,CENTRO DE SALUD RURAL 1 NB ZACATONAL DE JUAREZ HUITIUPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002780,5,CENTRO DE SALUD RURAL 1 NB IXHUATAN ,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006683,5,CASA DE SALUD SAN FRANCISCO JACONA TAPILULA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002816,5,CENTRO DE SALUD RURAL 2 NB IXTACOMITAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005003,5,CENTRO DE SALUD RURAL 1 NB TECTUAPAN PICHUCALCO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004986,5,UNIDAD MOVIL CAMOAPITA 2A. SECCION PICHUCALCO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004991,5,UNIDAD MOVIL AZUFRE 2A. SECCION PICHUCALCO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005464,5,CENTRO DE SALUD CON HOSPITALIZACION REFORMA ,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017574,5,CENTRO DE SALUD RURAL 1 NB SAN MIGUEL 1A. SECCION REFORMA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006140,5,CENTRO DE SALUD RURAL 1 NB EJIDO CONSTITUCION SIMOJOVEL,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019592,5,CENTRO DE SALUD MICROREGIONAL RURAL 2 NB RIVERA GALEANA SAN ANDRES DURAZNAL,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006094,5,CENTRO DE SALUD CON HOSPITALIZACION SIMOJOVEL ,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA009285,5,CENTRO DE SALUD RURAL 1 NB LA PIMIENTA SIMOJOVEL,EN OPERACION,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017900,5,CENTRO DE SALUD RURAL 2 NB IXTAPANGAJOYA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005435,5,CENTRO DE SALUD RURAL 1 NB RAYON ,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA020111,5,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB SAN ISIDRO LAS BANDERAS PANTEPEC,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000226,5,CASA DE SALUD COL. ADOLFO LOPEZ MATEOS AMATAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019621,5,CENTRO DE SALUD MICROREGIONAL RURAL 2 NB LA ESPERANZA AMATAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000260,5,CASA DE SALUD ESQUIPULAS AMATAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019616,5,CENTRO DE SALUD MICROREGIONAL RURAL 2 NB FRANCISCO I. MADERO AMATAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000243,5,CENTRO DE SALUD RURAL 1 NB GUADALUPE VICTORIA AMATAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000272,5,CASA DE SALUD EL NARANJO 2A. SECCION AMATAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019604,5,CENTRO DE SALUD MICROREGIONAL RURAL 2 NB SAN LORENZO AMATAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000716,5,CASA DE SALUD SANTA CRUZ NIHO BOCHIL,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000733,5,CASA DE SALUD EMILIANO ZAPATA BOCHIL,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017562,5,CASA DE SALUD RIO NEGRO CHAPULTENANGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA001556,5,CASA DE SALUD CENTRO VALTIERRA CHAPULTENANGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002541,5,CENTRO DE SALUD RURAL 2 NB HUITIUPAN ,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002553,5,CASA DE SALUD EL AZUFRE HUITIUPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002565,5,CASA DE SALUD HUANAL HUITIUPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018904,5,CENTRO DE SALUD RURAL 1 NB RURAL VILLA LUZ HUITIUPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017550,5,CASA DE SALUD SAN JUAN EL AGUAJE HUITIUPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017423,5,CASA DE SALUD SAN RAFAEL HUITIUPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA020193,5,CENTROS DE SALUD CON SERVICIOS AMPLIADOS IXHUATAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002792,5,CASA DE SALUD SAN MIGUEL IXHUATAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002821,5,CASA DE SALUD ARENAL IXTACOMITAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017912,5,CENTRO DE SALUD RURAL 2 NB SOLOSUCHIAPA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002833,5,CASA DE SALUD EMILIANO ZAPATA IXTACOMITAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002845,5,CASA DE SALUD MATAMOROS 1A. SECCION IXTACOMITAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002850,5,CASA DE SALUD NUEVO LINDAVISTA IXTACOMITAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017435,5,CASA DE SALUD SAN VICENTE IXTACOMITAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002920,5,CASA DE SALUD JANA 2A. SECCION IXTAPANGAJOYA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019563,5,CENTRO DE SALUD MICROREGIONAL RURAL 2 NB LLANOS DE MORELOS 2A. SECCION IXTAPANGAJOYA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003043,5,CASA DE SALUD MARAVILLAS JITOTOL,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003060,5,CASA DE SALUD RUBEN JARAMILLO JITOTOL,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003101,5,CASA DE SALUD 5 DE MAYO JUAREZ,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004426,5,CASA DE SALUD CATEDRAL DE CHIAPAS OSTUACAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004443,5,CENTRO DE SALUD RURAL 1 NB PLAN DE AYALA OSTUACAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004460,5,CASA DE SALUD PEÑA 2A. SECCION OSTUACAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004472,5,CASA DE SALUD LAGUNA LA CAMPANA OSTUACAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004431,5,CASA DE SALUD SALOMON GONZALEZ BLANCO OSTUACAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019580,5,CENTRO DE SALUD MICROREGIONAL RURAL 2 NB PEÑITAS EL MICO OSTUACAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018093,5,CENTROS DE SALUD CON SERVICIOS AMPL NUEVO JUAN DEL GRIJALVA OSTUACAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA020041,5,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB PANTEPEC ,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004916,5,CENTRO DE SALUD RURAL 1 NB CARRIZAL PANTEPEC,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018892,5,CENTRO DE SALUD RURAL 1 NB RURAL LAGUNA GRANDE PANTEPEC,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004962,5,CASA DE SALUD VIEJO NICAPA PICHUCALCO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005015,5,CENTRO DE SALUD RURAL 1 NB IGNACIO ZARAGOZA PICHUCALCO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005353,5,CENTRO DE SALUD RURAL  1 NB ARROYO GRANDE PUEBLO NVO SOLISTAHUACAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005370,5,CASA DE SALUD AURORA ERMITA PUEBLO NUEVO SOLISTAHUACAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005382,5,CASA DE SALUD LOS LOTES PUEBLO NUEVO SOLISTAHUACAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005394,5,CASA DE SALUD EL ESTORAQUE PUEBLO NUEVO SOLISTAHUACAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005406,5,CASA DE SALUD MONTE OLIVO PUEBLO NUEVO SOLISTAHUACAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005411,5,CASA DE SALUD PLAN LAZARO CARDENAS PUEBLO NUEVO SOLIST,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005423,5,CASA DE SALUD EMILIANO ZAPATA II PUEBLO NUEVO SOLISTAH,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005452,5,CASA DE SALUD GUADALUPE VICTORIA RAYON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA020152,5,CENTRO DE SALUD RURAL 1 NB MIGUEL ALDAMA REFORMA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005481,5,CASA DE SALUD IGNACIO ZARAGOZA REFORMA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005493,5,CENTRO DE SALUD RURAL 1 NB MACAYO 2A. SECCION REFORMA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018880,5,CENTRO DE SALUD RURAL 1 NB RURAL MACAYO 3A. SECCION REFORMA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017591,5,CENTRO DE SALUD RURAL 1 NB RAFAEL PASCACIO GAMBOA REFORMA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017586,5,CENTRO DE SALUD RURAL 1 NB LA CEIBA SIMOJOVEL,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006152,5,CASA DE SALUD LOS POCITOS SIMOJOVEL,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006164,5,CASA DE SALUD GUADALUPE VICTORIA SIMOJOVEL,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006181,5,CASA DE SALUD CONCEPCION BUENAVISTA SIMOJOVEL,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006321,5,CASA DE SALUD EL BENEFICIO SOLOSUCHIAPA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019575,5,CENTRO DE SALUD MICROREGIONAL RURAL 2 NB NUEVO SAN ANTONIO SOLOSUCHIAPA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006391,5,CASA DE SALUD ESQUIPULAS SUNUAPA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006666,5,CASA DE SALUD MAZONO TAPALAPA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004945,5,HOSPITAL GENERAL PICHUCALCO,EN OPERACIÓN,NULL,NULL,NULL,SEGUNDO NIVEL,NULL,NULL
CSSSA009186,5,HOSPITAL GENERAL REFORMA,EN OPERACIÓN,NULL,NULL,NULL,SEGUNDO NIVEL,NULL,NULL
CSSSA019242,5,HOSPITAL BASICO COMUNITARIO DE OSTUACAN,EN OPERACIÓN,NULL,NULL,NULL,SEGUNDO NIVEL,NULL,NULL
CSSSA017521,5,HOSPITAL BASICO COMUNITARIO  DE TAPILULA,EN OPERACIÓN,NULL,NULL,NULL,SEGUNDO NIVEL,NULL,NULL
CSSSA009256,5,HOSPITAL BASICO COMUNITARIO SIMOJOVEL,EN OPERACION,NULL,NULL,NULL,SEGUNDO NIVEL,NULL,NULL
CSSSA000255,5,UNIDAD MOVIL EL LIMON AMATAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000762,5,UNIDAD MOVIL LAS DELICIAS EL BOSQUE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002582,5,UNIDAD MOVIL LA VENTANA HUITIUPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004455,5,UNIDAD MOVIL JUAN DEL GRIJALVA OSTUACAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005505,5,UNIDAD MOVIL SANTA CRUZ REFORMA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006106,5,UNIDAD MOVIL CARMITO BUENA VISTA SIMOJOVEL,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012781,5,UNIDAD MOVIL CARAVANA TIPO 0 SAN MIGUEL EL BOSQUE,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012365,5,UNIDAD MOVIL CARAVANA TIPO 0 ENRIQUE RODRIGUEZ CANO HUITIUPAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018315,5,UNIDAD MOVIL CARAVANA TIPO 0 SANTA ANITA IXHUATAN,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012763,5,UNIDAD MOVIL CARAVANA TIPO 0 PLAN PAREDON JITOTOL,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017825,5,UNIDAD MOVIL CARAVANA TIPO 2 EL TRIUNFO PANTEPEC,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018163,5,UNIDAD MOVIL CARAVANA TIPO 1 CAMOAPA 1A. SECCION PICHUCALCO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012353,5,UNIDAD MOVIL CARAVANA TIPO 0 JOCHOMPAT CARMEN GRANDE SIMOJOVEL,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012790,5,UNIDAD MOVIL CARAVANA TIPO 0 LAS LIMAS SIMOJOVEL,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012772,5,UNIDAD MOVIL CARAVANA TIPO 0 YUQUIN SIMOJOVEL,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012580,5,UNIDAD MOVIL CARAVANA TIPO 0 JOSE CASTILLO TIELEMANS SIMOJOVEL,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018175,5,UNIDAD MOVIL CARAVANA TIPO 1 JOTOLCHEN SAN ANDRES DURAZNAL,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017370,5,ALMACEN JURISDICCIONAL (PICHUCALCO),EN OPERACIÓN,NULL,NULL,NULL,NO APLICA,NULL,NULL
CSSSA009326,5,CENTRO DE SALUD CON SERVICIOS AMPLIADOS JITOTOL,EN OPERACION,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA009355,5,CENTRO DE SALUD CON SERVICIOS AMPLIADOS HUITIUPAN,EN OPERACION,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA009384,5,CENTRO DE SALUD CON SERVICIOS AMPLIADOS CHAPULTENANGO DR MANUEL VELASCO SUAREZ,EN OPERACION,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017271,6,OFICINA JURISDICCIONAL No. VI (PALENQUE),EN OPERACIÓN,NULL,NULL,NULL,NO APLICA,NULL,NULL
CSSSA004600,6,CENTRO DE SALUD URBANO 9 NB PALENQUE ,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
